chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,telemetry,comment
0,1737784409,2025-01-25T05:53:29Z,PA5MB-10,ON0ANT-10?,80(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784419,2025-01-25T05:53:39Z,PA5MB-10,ON0ANT-10?,77(19/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784423,2025-01-25T05:53:43Z,ON3DV-9,ON0ANT-10?,80(19/19),0,`,ON3DV-9,/v,51.154833,4.219667,66.0,64.0,14.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784424,2025-01-25T05:53:44Z,ON3DV-9,PI1SHB?,44(11/13),0,`,ON3DV-9,/v,51.154833,4.219667,66.0,64.0,14.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784449,2025-01-25T05:54:09Z,PI6BLA,PI1SHB,41(11/12),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737784449,2025-01-25T05:54:09Z,PI1SHB,PI1SHB,34(11/11),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737784450,2025-01-25T05:54:10Z,PI6BLA,ON0ANT-10,81(19/19),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737784462,2025-01-25T05:54:22Z,PA5MB-10,ON0ANT-10?,64(19/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784463,2025-01-25T05:54:23Z,PA5MB-10,ON0ANT-10?,82(19/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784465,2025-01-25T05:54:25Z,PI1SHB,PI1SHB,43(11/12),0,;,PI4OSS,C-,51.764667,5.526667,,,,145.475,,,>40 APRSmax,,, VERON A36 Oss
0,1737784472,2025-01-25T05:54:32Z,PA5MB-10,ON0ANT-10?,65(19/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784494,2025-01-25T05:54:54Z,ON3DV-9,ON0ANT-10?,78(19/18),0,`,ON3DV-9,/v,51.166833,4.248167,65.0,51.0,0.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784500,2025-01-25T05:55:00Z,PD3V-10,PI1SHB?,41(11/12),0,!,PD3V-10,T#,51.601833,5.228167,,,20.1,,,,"DireWolf, WB2OSZ",,,Digipeater Haaren JO21OO
0,1737784504,2025-01-25T05:55:04Z,PD3V-10,ON0ANT-10?,81(19/19),0,!,PD3V-10,T#,51.601833,5.228167,,,20.1,,,,"DireWolf, WB2OSZ",,,Digipeater Haaren JO21OO
0,1737784514,2025-01-25T05:55:14Z,ON0ABT-2,ON0ANT-10,78(18/18),0,;,ON0WV,2&,51.208167,3.224833,,,,145.650,,79.7,SQ3PLX http://microsat.com.pl/,,,  Elnk357361
0,1737784515,2025-01-25T05:55:15Z,ON0ABT-2,PI1SHB?,40(11/12),0,;,ON0WV,2&,51.208167,3.224833,,,,145.650,,79.7,SQ3PLX http://microsat.com.pl/,,,  Elnk357361
0,1737784536,2025-01-25T05:55:36Z,ON0ANT-10,ON0ANT-10,57(19/19),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737784537,2025-01-25T05:55:37Z,PA5MB-10,ON0ANT-10?,75(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784539,2025-01-25T05:55:39Z,ON0ANT-10,PI1SHB,35(11/12),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737784560,2025-01-25T05:56:00Z,ON0ABT-2,ON0ANT-10,60(19/18),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784561,2025-01-25T05:56:01Z,ON0ABT-2,ON0ANT-10,58(19/18),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784562,2025-01-25T05:56:02Z,ON0ABT-2,ON0ANT-10,59(19/18),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784562,2025-01-25T05:56:02Z,ON0ABT-2,ON0ANT-10,74(19/18),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784563,2025-01-25T05:56:03Z,ON0ABT-2,PI1SHB?,39(12/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784564,2025-01-25T05:56:04Z,ON0ABT-2,PI1SHB?,39(11/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784564,2025-01-25T05:56:04Z,ON0ABT-2,PI1SHB?,41(10/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784565,2025-01-25T05:56:05Z,ON0ABT-2,PI1SHB?,42(12/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784569,2025-01-25T05:56:09Z,ON3DV-9,ON0ANT-10?,75(19/18),0,`,ON3DV-9,/v,51.179667,4.277333,49.0,58.0,8.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784570,2025-01-25T05:56:10Z,ON3DV-9,PI1SHB?,45(11/13),0,`,ON3DV-9,/v,51.179667,4.277333,49.0,58.0,8.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784573,2025-01-25T05:56:13Z,PI1SHB,PI1SHB,38(11/11),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737784580,2025-01-25T05:56:20Z,PI1SHB,ON0ANT-10?,85(19/18),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737784583,2025-01-25T05:56:23Z,PI1SHB,PI1SHB,36(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737784592,2025-01-25T05:56:32Z,PI1DFT-2,PI1SHB,40(11/11),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737784593,2025-01-25T05:56:33Z,PI1SHB,PI1SHB,36(10/11),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737784596,2025-01-25T05:56:36Z,ON7DE,ON0ANT-10,75(19/18),0,=,ON7DE,L#,50.999000,4.310667,,,,,,,UIview 32 bit apps,,,2/Home Station {UIV32N}
0,1737784597,2025-01-25T05:56:37Z,ON7DE,PI1SHB?,42(11/13),0,=,ON7DE,L#,50.999000,4.310667,,,,,,,UIview 32 bit apps,,,2/Home Station {UIV32N}
0,1737784601,2025-01-25T05:56:41Z,PB2N-10,PB2N-10,69(13/13),0,`,PB2N-10,YY,52.436667,4.818500,0.0,,,,,,Mic-Emsg,Off Duty,,_1
0,1737784612,2025-01-25T05:56:52Z,ON7DE,ON0ANT-10,75(18/19),0,>,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,oper. Eddy  QTH Londerzeel JO20DX
0,1737784614,2025-01-25T05:56:54Z,ON7DE,PI1SHB?,44(12/12),0,>,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,oper. Eddy  QTH Londerzeel JO20DX
0,1737784712,2025-01-25T05:58:32Z,ON3DV-9,ON0ANT-10?,67(19/18),0,`,ON3DV-9,/v,51.200167,4.318333,50.0,46.0,1.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784713,2025-01-25T05:58:33Z,ON3DV-9,PI1SHB?,44(11/13),0,`,ON3DV-9,/v,51.200167,4.318333,50.0,46.0,1.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784749,2025-01-25T05:59:09Z,PI6BLA,PI1SHB,42(11/12),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737784750,2025-01-25T05:59:10Z,PI6BLA,ON0ANT-10,79(19/19),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737784761,2025-01-25T05:59:21Z,PA5MB-10,ON0ANT-10?,78(19/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784769,2025-01-25T05:59:29Z,PA7WP-7,PI1SHB?,44(14/13),0,`,PA7WP-7,/-,51.843833,4.954500,0.0,,,432.775,,88.5,Yaesu FT1D,Off Duty,,&CTCSS88.5Hz
0,1737784783,2025-01-25T05:59:43Z,ON3DV-9,ON0ANT-10?,81(18/19),0,`,ON3DV-9,/v,51.209833,4.340000,50.0,58.0,12.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784799,2025-01-25T05:59:59Z,ON0CVH-10,ON0ANT-10?,77(18/19),0,!,ON0CVH-10,T&,50.717000,4.384167,,,,,,,>40 APRSmax,,,Tx-IGate & digipeater - Waterloo - Belgium
0,1737784824,2025-01-25T06:00:24Z,PA5MB-10,ON0ANT-10?,83(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784834,2025-01-25T06:00:34Z,ON0ANT-10,ON0ANT-10,83(19/18),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737784835,2025-01-25T06:00:35Z,PE2PVD-9,PI1SHB?,45(11/12),0,`,PE2PVD-9,/>,52.028167,4.257000,16.0,284.0,17.0,430.087,+1600,88.5,Yaesu FTM-400DR,En Route,, Patrick FTM400 Volvo V70 on the road
0,1737784836,2025-01-25T06:00:36Z,ON0ANT-10,PI1SHB,41(11/11),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737784842,2025-01-25T06:00:42Z,PE2PVD-9,PI1SHB?,38(11/11),0,`,PE2PVD-9,/>,52.028500,4.256333,18.0,322.0,31.0,430.087,+1600,88.5,Yaesu FTM-400DR,En Route,, Patrick FTM400 Volvo V70 on the road
0,1737784848,2025-01-25T06:00:48Z,PA5MB-10,ON0ANT-10?,82(19/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784850,2025-01-25T06:00:50Z,PE2PVD-9,PI1SHB?,37(11/11),0,`,PE2PVD-9,/>,52.028833,4.256167,12.0,44.0,35.0,430.087,+1600,88.5,Yaesu FTM-400DR,En Route,, Patrick FTM400 Volvo V70 on the road
0,1737784853,2025-01-25T06:00:53Z,PI1SHB,PI1SHB,44(13/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737784854,2025-01-25T06:00:54Z,ON3DV-9,ON0ANT-10?,79(19/18),0,`,ON3DV-9,/v,51.211667,4.364167,50.0,131.0,-9.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784855,2025-01-25T06:00:55Z,ON3DV-9,PI1SHB?,44(12/13),0,`,ON3DV-9,/v,51.211667,4.364167,50.0,131.0,-9.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784873,2025-01-25T06:01:13Z,PE2PVD-9,PI1SHB?,36(11/12),0,`,PE2PVD-9,/>,52.030167,4.258833,15.0,8.0,71.0,430.087,+1600,88.5,Yaesu FTM-400DR,En Route,, Patrick FTM400 Volvo V70 on the road
0,1737784880,2025-01-25T06:01:20Z,PE2PVD-9,PI1SHB?,34(11/11),0,`,PE2PVD-9,/>,52.031000,4.258500,23.0,338.0,52.0,430.087,+1600,88.5,Yaesu FTM-400DR,En Route,, Patrick FTM400 Volvo V70 on the road
0,1737784892,2025-01-25T06:01:32Z,PI1DFT-2,PI1SHB,41(14/12),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737784893,2025-01-25T06:01:33Z,PI1DFT-2,ON0ANT-10?,82(18/18),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737784896,2025-01-25T06:01:36Z,ON7DS,ON0ANT-10?,75(18/19),0,',ON7DS,/#,51.116667,4.472333,0.0,,,,,,Kenwood TM-D710,In Service,,
0,1737784897,2025-01-25T06:01:37Z,ON7DS,PI1SHB?,50(12/12),0,',ON7DS,/#,51.116667,4.472333,0.0,,,,,,Kenwood TM-D710,In Service,,
0,1737784900,2025-01-25T06:01:40Z,PD3V,PI1SHB?,48(11/13),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737784904,2025-01-25T06:01:44Z,PD3V,ON0ANT-10?,76(18/19),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737784922,2025-01-25T06:02:02Z,PI1SHB,PI1SHB,42(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737784938,2025-01-25T06:02:18Z,ON3DV-9,ON0ANT-10?,78(19/18),0,`,ON3DV-9,/v,51.197833,4.384833,51.0,104.0,-5.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737784948,2025-01-25T06:02:28Z,PE2PVD-9,PI1SHB?,34(11/12),0,`,PE2PVD-9,/>,52.038000,4.250500,30.0,314.0,3.0,430.087,+1600,88.5,Yaesu FTM-400DR,En Route,, Patrick FTM400 Volvo V70 on the road
0,1737784952,2025-01-25T06:02:32Z,PI1SHB,PI1SHB,48(12/12),0,T,PI1SHB,/ ,,,,,,,,,>40 APRSmax,,"Seq=906, Avg 10m=0.0735 Rx Erlang, Avg 10m=0.0175 Tx Erlang, RxPkts=49.0 count/10m, IGateDropRx=49.0 count/10m, TxPkts=15.0 count/10m, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1737784958,2025-01-25T06:02:38Z,PI1SHB,ON0ANT-10?,71(18/19),0,T,PI1SHB,/ ,,,,,,,,,>40 APRSmax,,"Seq=906, Avg 10m=0.0735 Rx Erlang, Avg 10m=0.0175 Tx Erlang, RxPkts=49.0 count/10m, IGateDropRx=49.0 count/10m, TxPkts=15.0 count/10m, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1737784977,2025-01-25T06:02:57Z,PA5MB-10,ON0ANT-10?,76(18/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737784996,2025-01-25T06:03:16Z,PA5MB-10,ON0ANT-10?,77(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785007,2025-01-25T06:03:27Z,ON3DV-9,ON0ANT-10?,78(19/19),0,`,ON3DV-9,/v,51.190667,4.408833,51.0,102.0,-1.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785008,2025-01-25T06:03:28Z,ON3DV-9,PI1SHB?,42(12/12),0,`,ON3DV-9,/v,51.190667,4.408833,51.0,102.0,-1.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785009,2025-01-25T06:03:29Z,ON3DV-9,PI6BLA?,81(18/18),0,`,ON3DV-9,/v,51.190667,4.408833,51.0,102.0,-1.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785023,2025-01-25T06:03:43Z,PA5MB-10,ON0ANT-10?,74(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785049,2025-01-25T06:04:09Z,PI6BLA,PI1SHB,42(11/11),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737785051,2025-01-25T06:04:11Z,ON0TVO,ON0ANT-10?,63(19/19),0,@,ON0TVO,/#,51.044833,3.701667,,,,,,,SQ3PLX http://microsat.com.pl/,,,DIGI Gent
0,1737785052,2025-01-25T06:04:12Z,PA5MB-10,ON0ANT-10,59(18/19),0,!,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,"6/Solar & Wind powered Igate / Digi JO21HN U=13.5V,T=24.7C"
0,1737785053,2025-01-25T06:04:13Z,PI6BLA,ON0ANT-10,73(18/19),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737785055,2025-01-25T06:04:15Z,PA5MB-10,PI1SHB?,33(11/11),0,!,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,"6/Solar & Wind powered Igate / Digi JO21HN U=13.5V,T=24.7C"
0,1737785061,2025-01-25T06:04:21Z,PA5MB-10,ON0ANT-10?,66(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785070,2025-01-25T06:04:30Z,ON1TG-10,ON0ANT-10?,80(18/18),0,@,ON1TG-10,/-,51.215667,2.899667,,,,,,,SQ3PLX http://microsat.com.pl/,,,WX3in1Plus2.0 Tom ON1TG - My House In The Middle Of The Street
0,1737785079,2025-01-25T06:04:39Z,ON3DV-9,ON0ANT-10?,76(19/18),0,`,ON3DV-9,/v,51.195167,4.433167,51.0,37.0,-1.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785113,2025-01-25T06:05:13Z,PI1SHB,PI1SHB,43(13/12),0,=,PI1SHB,/#,51.700333,5.346333,,,,,,,APRSISCE win32 version,,,/2m Digi/IGate 's-Hertogenbosch
0,1737785114,2025-01-25T06:05:14Z,PI1SHB,PI1SHB,34(11/12),0,;,PI6SHB,/r,51.699667,5.347333,,,,1242.350,+2800,71.9,>40 APRSmax,,,0
0,1737785115,2025-01-25T06:05:15Z,PI1SHB,ON0ANT-10,76(18/20),0,=,PI1SHB,/#,51.700333,5.346333,,,,,,,APRSISCE win32 version,,,/2m Digi/IGate 's-Hertogenbosch
0,1737785135,2025-01-25T06:05:35Z,ON0ANT-10,ON0ANT-10,77(19/19),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737785136,2025-01-25T06:05:36Z,ON0ANT-10,PI1SHB,39(11/12),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737785137,2025-01-25T06:05:37Z,PI1SHB,PI1SHB,36(11/12),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737785149,2025-01-25T06:05:49Z,ON3DV-9,ON0ANT-10?,78(19/18),0,`,ON3DV-9,/v,51.210000,4.444833,50.0,30.0,-8.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785151,2025-01-25T06:05:51Z,PI1DRV,PI1DRV,55(18/21),0,},PI1DRV,/ ,,,,,,,,,"DireWolf, WB2OSZ",,,
0,1737785161,2025-01-25T06:06:01Z,ON0ABT-2,ON0ANT-10,57(18/19),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785162,2025-01-25T06:06:02Z,ON0ABT-2,ON0ANT-10,58(18/19),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785162,2025-01-25T06:06:02Z,ON0ABT-2,ON0ANT-10,59(18/19),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785163,2025-01-25T06:06:03Z,ON0ABT-2,ON0ANT-10,74(18/19),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785165,2025-01-25T06:06:05Z,ON0ABT-2,PI1SHB?,39(11/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785165,2025-01-25T06:06:05Z,ON0ABT-2,PI1SHB?,38(12/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785166,2025-01-25T06:06:06Z,ON0ABT-2,PI1SHB?,34(11/12),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785167,2025-01-25T06:06:07Z,ON0ABT-2,PI1SHB?,33(11/11),0,:,ON0ABT-2,/U,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785172,2025-01-25T06:06:12Z,PI1SHB,PI1SHB,38(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737785196,2025-01-25T06:06:36Z,PA5MB-10,ON0ANT-10?,73(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785212,2025-01-25T06:06:52Z,PA5MB-10,ON0ANT-10?,76(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785220,2025-01-25T06:07:00Z,ON3DV-9,ON0ANT-10?,77(18/19),0,`,ON3DV-9,/v,51.223667,4.449333,39.0,331.0,-9.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785236,2025-01-25T06:07:16Z,ON7GE,ON0ANT-10?,76(19/18),0,!,ON7GE,/-,50.477000,4.242167,,,,,,,,,,73s Eddy JO20CL Beacon
0,1737785292,2025-01-25T06:08:12Z,ON3DV-9,ON0ANT-10?,81(19/18),0,`,ON3DV-9,/v,51.233667,4.435500,39.0,312.0,0.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785293,2025-01-25T06:08:13Z,ON3DV-9,PI1SHB?,46(12/12),0,`,ON3DV-9,/v,51.233667,4.435500,39.0,312.0,0.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785338,2025-01-25T06:08:58Z,PI1SHB,PI1SHB,45(11/11),0,!,PI1SHB,/#,51.700333,5.346333,,,,,,,>40 APRSmax,,,/Info on http://www.shbrg.wordpress.com
0,1737785342,2025-01-25T06:09:02Z,PI1SHB,ON0ANT-10?,78(19/18),0,!,PI1SHB,/#,51.700333,5.346333,,,,,,,>40 APRSmax,,,/Info on http://www.shbrg.wordpress.com
0,1737785349,2025-01-25T06:09:09Z,PI6BLA,PI1SHB,42(11/12),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737785351,2025-01-25T06:09:11Z,PI6BLA,ON0ANT-10,77(19/18),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737785357,2025-01-25T06:09:17Z,ON0ABT-2,ON0ANT-10,77(19/20),0,;,ON0WV,2&,51.208167,3.224833,,,,145.650,,79.7,SQ3PLX http://microsat.com.pl/,,,  Elnk357361
0,1737785358,2025-01-25T06:09:18Z,ON0ABT-2,PI1SHB?,37(11/12),0,;,ON0WV,2&,51.208167,3.224833,,,,145.650,,79.7,SQ3PLX http://microsat.com.pl/,,,  Elnk357361
0,1737785362,2025-01-25T06:09:22Z,ON3DV-9,ON0ANT-10?,79(19/18),0,`,ON3DV-9,/v,51.245000,4.426167,48.0,356.0,-4.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785400,2025-01-25T06:10:00Z,PD3V-10,PI1SHB?,38(11/11),0,!,PD3V-10,T#,51.601833,5.228167,,,20.1,,,,"DireWolf, WB2OSZ",,,Digipeater Haaren JO21OO
0,1737785403,2025-01-25T06:10:03Z,ON0TVO,ON0ANT-10?,63(18/19),0,T,ON0TVO,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Telemetry Test: Seq=39, Temp=5.5 C, Rx1h=190 Pkt, Dg1h=80 Pkt, Eff1h=54 Pcnt, Eff=59 Pcnt, O1= On0, O2= On0, O3= On0, O4= On0, I1= Hi0, I2= Hi0, I3= Hi0, I4= Hi0",
0,1737785403,2025-01-25T06:10:03Z,PD3V-10,ON0ANT-10?,78(19/19),0,!,PD3V-10,T#,51.601833,5.228167,,,20.1,,,,"DireWolf, WB2OSZ",,,Digipeater Haaren JO21OO
0,1737785424,2025-01-25T06:10:24Z,PA5MB-10,ON0ANT-10?,75(18/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785433,2025-01-25T06:10:33Z,ON3DV-9,ON0ANT-10?,79(19/18),0,`,ON3DV-9,/v,51.261167,4.432333,52.0,39.0,-5.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785434,2025-01-25T06:10:34Z,ON3DV-9,PI1SHB?,45(11/12),0,`,ON3DV-9,/v,51.261167,4.432333,52.0,39.0,-5.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785446,2025-01-25T06:10:46Z,ON0ANT-10,ON0ANT-10,81(19/18),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737785447,2025-01-25T06:10:47Z,ON0ANT-10,PI1SHB,38(11/12),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737785493,2025-01-25T06:11:33Z,PI1DFT-2,PI1SHB,40(11/12),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737785494,2025-01-25T06:11:34Z,PI1DFT-2,ON0ANT-10?,81(19/18),1,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737785499,2025-01-25T06:11:39Z,PA5MB-10,ON0ANT-10?,76(19/18),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737785502,2025-01-25T06:11:42Z,PD3V,PI1SHB?,48(12/12),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737785504,2025-01-25T06:11:44Z,ON3DV-9,ON0ANT-10?,80(19/19),0,`,ON3DV-9,/v,51.267833,4.456833,52.0,83.0,-2.0,145.650,,,Mic-Emsg,En Route,, 73 dylan_1
0,1737785522,2025-01-25T06:12:02Z,PI1SHB,PI1SHB,57(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737785541,2025-01-25T06:12:21Z,ON7GE,ON0ANT-10?,73(19/19),0,!,ON7GE,/-,50.477000,4.242167,,,,,,,,,,73s Eddy JO20CL Beacon
