chan,utime,isotime,source,heard,level,error,dti,name,symbol,latitude,longitude,speed,course,altitude,frequency,offset,tone,system,status,telemetry,comment
0,1737763236,2025-01-25T00:00:36Z,ON0ANT-10,ON0ANT-10,87(19/19),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737763237,2025-01-25T00:00:37Z,ON0ANT-10,PI1SHB,48(12/13),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737763237,2025-01-25T00:00:37Z,PI1SHB,PI1SHB,41(11/12),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737763253,2025-01-25T00:00:53Z,PI1SHB,PI1SHB,46(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737763271,2025-01-25T00:01:11Z,PI1DFT-2,PI1SHB,41(12/12),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737763276,2025-01-25T00:01:16Z,PD3V,PI1SHB?,48(12/12),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737763311,2025-01-25T00:01:51Z,PI1SHB,PI1SHB,43(12/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737763352,2025-01-25T00:02:32Z,PI1SHB,PI1SHB,49(12/14),0,T,PI1SHB,/ ,,,,,,,,,>40 APRSmax,,"Seq=885, Avg 10m=0.0710 Rx Erlang, Avg 10m=0.0180 Tx Erlang, RxPkts=53.0 count/10m, IGateDropRx=53.0 count/10m, TxPkts=14.0 count/10m, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1737763429,2025-01-25T00:03:49Z,PI6BLA,PI1SHB,46(12/12),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737763439,2025-01-25T00:03:59Z,PI1SHB,PI1SHB,48(11/12),0,;,PI4SHB,C-,51.694667,5.265500,,,,145.250,,,>40 APRSmax,,, VERON A25 's-Hertogenbosch
0,1737763485,2025-01-25T00:04:45Z,PI1SHB,PI1SHB,49(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737763495,2025-01-25T00:04:55Z,PI1SHB,PI1SHB,45(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737763515,2025-01-25T00:05:15Z,PI1SHB,PI1SHB,51(13/12),0,=,PI1SHB,/#,51.700333,5.346333,,,,,,,APRSISCE win32 version,,,/2m Digi/IGate 's-Hertogenbosch
0,1737763539,2025-01-25T00:05:39Z,ON0ANT-10,PI1SHB,62(12/13),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737763539,2025-01-25T00:05:39Z,PI1SHB,PI1SHB,43(12/11),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737763551,2025-01-25T00:05:51Z,PI1DRV,PI1DRV,50(18/21),0,},PI1DRV,/ ,,,,,,,,,"DireWolf, WB2OSZ",,,
0,1737763571,2025-01-25T00:06:11Z,PI1DFT-2,PI1SHB,50(12/12),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737763637,2025-01-25T00:07:17Z,PI1SHB,PI1SHB,47(11/12),0,;,PI6SHB,/r,51.699667,5.347333,,,,1242.350,+2800,71.9,>40 APRSmax,,,0
0,1737763729,2025-01-25T00:08:49Z,PI6BLA,PI1SHB,44(11/11),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737763730,2025-01-25T00:08:50Z,PI6BLA,ON0ANT-10,76(19/17),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737763768,2025-01-25T00:09:28Z,PI1SHB,PI1SHB,46(12/12),0,!,PI1SHB,/#,51.700333,5.346333,,,,,,,>40 APRSmax,,,/Cross-Band Digi/IGate 's-Hertogenbosch
0,1737763773,2025-01-25T00:09:33Z,ON7DS,ON0ANT-10?,76(19/18),0,',ON7DS,/#,51.116667,4.472333,0.0,,,,,,Kenwood TM-D710,In Service,,APRS DIGIPEATER KONTICH
0,1737763782,2025-01-25T00:09:42Z,PI1SHB,PI1SHB,47(11/13),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737763800,2025-01-25T00:10:00Z,PD3V-10,PI1SHB?,47(12/13),0,!,PD3V-10,T#,51.601833,5.228167,,,20.1,,,,"DireWolf, WB2OSZ",,,Digipeater Haaren JO21OO
0,1737763803,2025-01-25T00:10:03Z,ON0TVO,ON0ANT-10?,80(19/18),0,T,ON0TVO,/ ,,,,,,,,,SQ3PLX http://microsat.com.pl/,,"Telemetry Test: Seq=187, Temp=6.0 C, Rx1h=140 Pkt, Dg1h=60 Pkt, Eff1h=46 Pcnt, Eff=59 Pcnt, O1= On0, O2= On0, O3= On0, O4= On0, I1= Hi0, I2= Hi0, I3= Hi0, I4= Hi0",
0,1737763835,2025-01-25T00:10:35Z,ON0ANT-10,ON0ANT-10,85(20/20),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737763836,2025-01-25T00:10:36Z,ON0ANT-10,PI1SHB,60(11/13),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737763876,2025-01-25T00:11:16Z,PD3V,PI1SHB?,49(12/13),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737763878,2025-01-25T00:11:18Z,PD3V,ON0ANT-10?,74(19/18),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737763911,2025-01-25T00:11:51Z,PI1SHB,PI1SHB,51(12/13),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737763942,2025-01-25T00:12:22Z,PI1DRV,PI1DRV,49(19/21),0,!,PI1DRV,T#,52.208167,4.881667,,,,,,,"DireWolf, WB2OSZ",,,/Digi Mijdrecht (DireWolf 1.4)
0,1737764029,2025-01-25T00:13:49Z,PI6BLA,PI1SHB,46(11/12),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737764032,2025-01-25T00:13:52Z,PI6BLA,ON0ANT-10,80(19/18),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737764117,2025-01-25T00:15:17Z,DB0BOH-10,PI1SHB,46(11/12),0,@,DB0BOH-10,/#,51.843000,6.614333,,,,,,,SQ3PLX http://microsat.com.pl/,,,Gateway Bocholt U=14.0V.
0,1737764118,2025-01-25T00:15:18Z,PI1SHB,PI1SHB,43(11/12),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737764135,2025-01-25T00:15:35Z,ON0ANT-10,ON0ANT-10,80(19/19),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737764136,2025-01-25T00:15:36Z,ON0ANT-10,PI1SHB,45(12/13),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737764153,2025-01-25T00:15:53Z,PI1SHB,PI1SHB,45(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737764192,2025-01-25T00:16:32Z,PI1SHB,PI1SHB,44(11/12),0,;,PI2SHB,/r,51.709333,5.319333,,,,430.175,+1600,71.9,>40 APRSmax,,,
0,1737764330,2025-01-25T00:18:50Z,PI6BLA,PI1SHB,49(12/12),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737764348,2025-01-25T00:19:08Z,ON0TVO,ON0ANT-10?,87(19/18),0,@,ON0TVO,/#,51.044833,3.701667,,,,,,,SQ3PLX http://microsat.com.pl/,,,DIGI Gent
0,1737764359,2025-01-25T00:19:19Z,PA5MB-10,ON0ANT-10,89(19/18),1,@,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,PA5MB Solar and Wind powered: info on https://www.qrz.com/db/PA5MB
0,1737764361,2025-01-25T00:19:21Z,PA5MB-10,PI1SHB?,58(12/12),1,@,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,PA5MB Solar and Wind powered: info on https://www.qrz.com/db/PA5MB
0,1737764417,2025-01-25T00:20:17Z,DB0BOH-10,PI1SHB,55(12/13),0,@,DB0BOH-10,/#,51.843000,6.614333,,,,,,,SQ3PLX http://microsat.com.pl/,,,Gateway Bocholt U=14.0V.
0,1737764418,2025-01-25T00:20:18Z,PI1SHB,PI1SHB,59(11/13),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737764424,2025-01-25T00:20:24Z,DB0BOH-10,ON0ANT-10?,81(18/20),1,@,DB0BOH-10,/#,51.843000,6.614333,,,,,,,SQ3PLX http://microsat.com.pl/,,,Gateway Bocholt U=14.0V.
0,1737764425,2025-01-25T00:20:25Z,PI1SHB,ON0ANT-10?,84(18/18),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737764437,2025-01-25T00:20:37Z,ON0ANT-10,PI1SHB,60(12/13),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737764472,2025-01-25T00:21:12Z,PI1DFT-2,PI1SHB,48(11/12),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737764475,2025-01-25T00:21:15Z,PD3V,PI1SHB?,49(11/12),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737764502,2025-01-25T00:21:42Z,PI1SHB,PI1SHB,50(11/13),0,;,PI4OSS,C-,51.764667,5.526667,,,,145.475,,,>40 APRSmax,,, VERON A36 Oss
0,1737764513,2025-01-25T00:21:53Z,PI1SHB,PI1SHB,52(12/13),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737764513,2025-01-25T00:21:53Z,ON6SX,PI1SHB?,49(12/12),0,@,ON6SX,/-,50.906667,4.625500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.4V,T=21.9C/71.4F"
0,1737764532,2025-01-25T00:22:12Z,DB0KX-2,PI1SHB?,51(12/11),0,!,DB0KX-2,S#,51.282000,6.347667,,,,,,,"DireWolf, WB2OSZ",,,APRS Digi DARC R02 VFDB Z59
0,1737764533,2025-01-25T00:22:13Z,DB0KX-2,ON0ANT-10?,80(20/19),1,!,DB0KX-2,S#,51.282000,6.347667,,,,,,,"DireWolf, WB2OSZ",,,APRS Digi DARC R02 VFDB Z59
0,1737764543,2025-01-25T00:22:23Z,DB0RHB,PI1SHB?,48(12/11),0,!,DB0RHB,/#,50.577167,6.946667,,,,,,,UIdigi,,,APRS-DIGI Todenfeld/Rheinbach 400m NN
0,1737764545,2025-01-25T00:22:25Z,DB0RHB,ON0ANT-10?,90(20/18),0,!,DB0RHB,/#,50.577167,6.946667,,,,,,,UIdigi,,,APRS-DIGI Todenfeld/Rheinbach 400m NN
0,1737764552,2025-01-25T00:22:32Z,PI1SHB,PI1SHB,52(14/13),0,T,PI1SHB,/ ,,,,,,,,,>40 APRSmax,,"Seq=886, Avg 10m=0.0470 Rx Erlang, Avg 10m=0.0150 Tx Erlang, RxPkts=34.0 count/10m, IGateDropRx=34.0 count/10m, TxPkts=12.0 count/10m, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1737764557,2025-01-25T00:22:37Z,PI1SHB,ON0ANT-10?,79(18/19),0,T,PI1SHB,/ ,,,,,,,,,>40 APRSmax,,"Seq=886, Avg 10m=0.0470 Rx Erlang, Avg 10m=0.0150 Tx Erlang, RxPkts=34.0 count/10m, IGateDropRx=34.0 count/10m, TxPkts=12.0 count/10m, D1=0, D2=0, D3=0, D4=0, D5=0, D6=0, D7=0, D8=0",
0,1737764563,2025-01-25T00:22:43Z,PA5MB-10,ON0ANT-10?,87(19/20),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737764609,2025-01-25T00:23:29Z,PA5MB-10,ON0ANT-10?,79(18/20),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737764630,2025-01-25T00:23:50Z,PI6BLA,PI1SHB,50(13/11),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737764632,2025-01-25T00:23:52Z,PI6BLA,ON0ANT-10,76(18/18),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737764650,2025-01-25T00:24:10Z,PA5MB-10,ON0ANT-10,87(19/18),0,!,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,"6/Solar & Wind powered Igate / Digi JO21HN U=13.5V,T=25.1C"
0,1737764651,2025-01-25T00:24:11Z,PA5MB-10,PI1SHB?,55(11/12),0,!,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,"6/Solar & Wind powered Igate / Digi JO21HN U=13.5V,T=25.1C"
0,1737764663,2025-01-25T00:24:23Z,PA5MB-10,ON0ANT-10?,77(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737764687,2025-01-25T00:24:47Z,PI1SHB,PI1SHB,45(12/12),0,!,PI1SHB,/#,51.700333,5.346333,,,,,,,>40 APRSmax,,,/Info on http://www.shbrg.wordpress.com
0,1737764690,2025-01-25T00:24:50Z,PI1SHB,PI1SHB,47(11/12),0,;,PI6SHB,/r,51.699667,5.347333,,,,1242.350,+2800,71.9,>40 APRSmax,,,0
0,1737764700,2025-01-25T00:25:00Z,PD3V-10,PI1SHB?,59(14/15),1,!,PD3V-10,T#,51.601833,5.228167,,,20.1,,,,"DireWolf, WB2OSZ",,,Digipeater Haaren JO21OO
0,1737764703,2025-01-25T00:25:03Z,PD3V-10,ON0ANT-10?,80(19/18),0,!,PD3V-10,T#,51.601833,5.228167,,,20.1,,,,"DireWolf, WB2OSZ",,,Digipeater Haaren JO21OO
0,1737764715,2025-01-25T00:25:15Z,PI1SHB,PI1SHB,42(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737764716,2025-01-25T00:25:16Z,PI1SHB,PI1SHB,44(11/11),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737764724,2025-01-25T00:25:24Z,PA5MB-10,ON0ANT-10?,85(18/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737764728,2025-01-25T00:25:28Z,DB0BOH-10,PI1SHB,45(12/11),0,@,DB0BOH-10,/#,51.843000,6.614333,,,,,,,SQ3PLX http://microsat.com.pl/,,,APRS DIGI Bocholt Muensterland U=14.0V.
0,1737764728,2025-01-25T00:25:28Z,PI1SHB,PI1SHB,45(11/12),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737764731,2025-01-25T00:25:31Z,DB0BOH-10,ON0ANT-10?,62(19/18),0,@,DB0BOH-10,/#,51.843000,6.614333,,,,,,,SQ3PLX http://microsat.com.pl/,,,APRS DIGI Bocholt Muensterland U=14.0V.
0,1737764732,2025-01-25T00:25:32Z,PI1SHB,ON0ANT-10?,76(19/18),0,D,PI1SHB,/ ,,,,,,,,,,,,
0,1737764737,2025-01-25T00:25:37Z,ON0ANT-10,ON0ANT-10,75(19/19),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737764738,2025-01-25T00:25:38Z,ON0ANT-10,PI1SHB,59(12/13),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737764772,2025-01-25T00:26:12Z,PI1DFT-2,PI1SHB,45(11/12),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737764774,2025-01-25T00:26:14Z,PI1DFT-2,ON0ANT-10?,80(19/19),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737764784,2025-01-25T00:26:24Z,ON7DE,ON0ANT-10,83(19/18),0,;,PRA shack,\C,51.013000,4.304667,,,,,,,UIview 32 bit apps,,,PRA shack open every friday 19.30 LT
0,1737764785,2025-01-25T00:26:25Z,ON7DE,PI1SHB?,47(12/12),0,;,PRA shack,\C,51.013000,4.304667,,,,,,,UIview 32 bit apps,,,PRA shack open every friday 19.30 LT
0,1737764792,2025-01-25T00:26:32Z,ON7DE,ON0ANT-10,76(19/18),0,=,ON7DE,L#,50.999000,4.310667,,,,,,,UIview 32 bit apps,,,2/Home Station {UIV32N}
0,1737764793,2025-01-25T00:26:33Z,ON7DE,PI1SHB?,52(12/12),0,=,ON7DE,L#,50.999000,4.310667,,,,,,,UIview 32 bit apps,,,2/Home Station {UIV32N}
0,1737764797,2025-01-25T00:26:37Z,PI1SHB,PI1SHB,46(12/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737764802,2025-01-25T00:26:42Z,PB2N-10,PI1DRV,51(20/20),0,`,PB2N-10,YY,52.436667,4.818500,0.0,,,,,,Mic-Emsg,Off Duty,,_1
0,1737764813,2025-01-25T00:26:53Z,ON7DE,ON0ANT-10,80(18/18),0,>,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,oper. Eddy  QTH Londerzeel JO20DX
0,1737764814,2025-01-25T00:26:54Z,ON7DE,PI1SHB?,52(12/12),0,>,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,oper. Eddy  QTH Londerzeel JO20DX
0,1737764824,2025-01-25T00:27:04Z,ON7DE,ON0ANT-10,89(19/21),0,<,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,"IGATE,MSG_CNT=0,LOC_CNT=25"
0,1737764825,2025-01-25T00:27:05Z,ON7DE,PI1SHB?,49(11/12),0,<,ON7DE,/ ,,,,,,,,,UIview 32 bit apps,,,"IGATE,MSG_CNT=0,LOC_CNT=25"
0,1737764843,2025-01-25T00:27:23Z,PI1DRV,PI1DRV,52(20/20),0,!,PI1DRV,T#,52.208167,4.881667,,,,,,,"DireWolf, WB2OSZ",,,/Digi Mijdrecht (DireWolf 1.4)
0,1737764930,2025-01-25T00:28:50Z,PI6BLA,PI1SHB,47(11/12),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737764931,2025-01-25T00:28:51Z,PI6BLA,ON0ANT-10,82(19/20),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737764963,2025-01-25T00:29:23Z,PA5MB-10,ON0ANT-10?,81(18/21),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737764976,2025-01-25T00:29:36Z,PA5MB-10,ON0ANT-10?,80(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737765024,2025-01-25T00:30:24Z,PA5MB-10,ON0ANT-10?,79(20/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737765036,2025-01-25T00:30:36Z,ON0ANT-10,ON0ANT-10,79(19/19),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737765037,2025-01-25T00:30:37Z,ON0ANT-10,PI1SHB,52(12/12),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737765048,2025-01-25T00:30:48Z,PA5MB-10,ON0ANT-10?,79(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737765052,2025-01-25T00:30:52Z,PI1SHB,PI1SHB,44(11/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737765065,2025-01-25T00:31:05Z,ON0ABT-2,ON0ANT-10,86(18/19),0,=,ON0ABT-2,2#,51.115167,3.315500,,,,,,,SQ3PLX http://microsat.com.pl/,,, DIGI Beernem - WOC vzw
0,1737765066,2025-01-25T00:31:06Z,ON0ABT-2,PI1SHB?,54(12/12),0,=,ON0ABT-2,2#,51.115167,3.315500,,,,,,,SQ3PLX http://microsat.com.pl/,,, DIGI Beernem - WOC vzw
0,1737765067,2025-01-25T00:31:07Z,ON0ABT-2,PI6BLA?,89(17/19),1,=,ON0ABT-2,2#,51.115167,3.315500,,,,,,,SQ3PLX http://microsat.com.pl/,,, DIGI Beernem - WOC vzw
0,1737765073,2025-01-25T00:31:13Z,PI1DFT-2,PI1SHB,45(12/12),0,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737765075,2025-01-25T00:31:15Z,PD3V,PI1SHB?,49(12/14),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737765076,2025-01-25T00:31:16Z,PI1DFT-2,PI6BLA?,88(17/18),1,@,PI1DFT-2,/#,51.995000,4.335833,,,,432.500,,,SQ3PLX http://microsat.com.pl/,,,PI1DFT.432.500 MHz Digi Delft
0,1737765078,2025-01-25T00:31:18Z,PD3V,ON0ANT-10?,84(19/21),0,`,PD3V,/-,51.601833,5.228333,0.0,,,,,,Mic-Emsg,In Service,,- QRV: Tom_1
0,1737765112,2025-01-25T00:31:52Z,PI1SHB,PI1SHB,46(12/12),0,},PI1SHB,/ ,,,,,,,,,"Generic, (obsolete. Digis should use APNxxx instead)",,,
0,1737765171,2025-01-25T00:32:51Z,PI1SHB,PI1SHB,46(12/12),0,;,PI2SHB,/r,51.709333,5.319333,,,,430.175,+1600,71.9,>40 APRSmax,,,
0,1737765176,2025-01-25T00:32:56Z,ON0ABT-2,ON0ANT-10,80(19/19),0,;,ON0WV,2&,51.208167,3.224833,,,,145.650,,79.7,SQ3PLX http://microsat.com.pl/,,,  Elnk357361
0,1737765177,2025-01-25T00:32:57Z,ON0ABT-2,PI1SHB?,46(13/12),0,;,ON0WV,2&,51.208167,3.224833,,,,145.650,,79.7,SQ3PLX http://microsat.com.pl/,,,  Elnk357361
0,1737765194,2025-01-25T00:33:14Z,PA5MB-10,ON0ANT-10?,76(19/19),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737765224,2025-01-25T00:33:44Z,PA5MB-10,ON0ANT-10?,76(19/20),0,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737765230,2025-01-25T00:33:50Z,PI6BLA,PI1SHB,45(12/11),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737765232,2025-01-25T00:33:52Z,PI6BLA,ON0ANT-10,79(18/19),0,@,PI6BLA,/-,51.363167,5.250000,,,,,,,SQ3PLX http://microsat.com.pl/,,,"digi.i-gate, LoRa Bladel "
0,1737765246,2025-01-25T00:34:06Z,ON0TVO,ON0ANT-10?,83(19/19),0,@,ON0TVO,/#,51.044833,3.701667,,,,,,,SQ3PLX http://microsat.com.pl/,,,DIGI Gent
0,1737765249,2025-01-25T00:34:09Z,PA5MB-10,ON0ANT-10,84(18/20),0,!,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,"6/Solar & Wind powered Igate / Digi JO21HN U=13.5V,T=25.1C"
0,1737765250,2025-01-25T00:34:10Z,PA5MB-10,PI1SHB?,47(11/12),0,!,PA5MB-10,/#,51.565500,4.655500,,,,,,,SQ3FYK.com WX/Digi and SQ3PLX http://microsat.com.pl/,,,"6/Solar & Wind powered Igate / Digi JO21HN U=13.5V,T=25.1C"
0,1737765262,2025-01-25T00:34:22Z,PA5MB-10,ON0ANT-10?,87(18/19),1,},PA5MB-10,/<,,,,,,,,,SQ3PLX http://microsat.com.pl/,,,
0,1737765315,2025-01-25T00:35:15Z,PI1SHB,PI1SHB,55(12/13),0,=,PI1SHB,/#,51.700333,5.346333,,,,,,,APRSISCE win32 version,,,/2m Digi/IGate 's-Hertogenbosch
0,1737765318,2025-01-25T00:35:18Z,PI1SHB,ON0ANT-10?,87(19/20),0,=,PI1SHB,/#,51.700333,5.346333,,,,,,,APRSISCE win32 version,,,/2m Digi/IGate 's-Hertogenbosch
0,1737765335,2025-01-25T00:35:35Z,ON0ANT-10,ON0ANT-10,91(19/19),1,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737765336,2025-01-25T00:35:36Z,ON0ANT-10,PI1SHB,65(12/13),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
0,1737765337,2025-01-25T00:35:37Z,ON0ANT-10,PI6BLA,89(18/18),0,@,ON0ANT-10,/-,51.217167,4.419500,,,,,,,SQ3PLX http://microsat.com.pl/,,,"WX3in1Plus2.0 U=12.2V,T=??.?C/??.?F"
